# SPARC Rotation Curves from VizieR (J/AJ/152/157)
# Reference: Lelli, McGaugh & Schombert (2016), AJ, 152, 157
# Format: Galaxy  D(Mpc)  R(kpc)  Vobs  e_Vobs  Vgas  Vdisk  Vbul
#
UGC01230               53.7     2.35    55.40  10.70     8.06    40.80     0.00
UGC01230               53.7     3.91    88.50  10.70    12.62    45.89     0.00
UGC01230               53.7     5.48   105.00  10.70    16.73    51.07     0.00
UGC01230               53.7     7.03   106.00  10.70    20.63    52.93     0.00
UGC01230               53.7     8.60   103.00  10.70    24.32    52.95     0.00
UGC01230               53.7    13.27   109.00  15.80    34.07    49.67     0.00
UGC01230               53.7    14.85   113.00  14.70    36.74    48.73     0.00
UGC01230               53.7    25.80   105.00  10.40    46.59    38.25     0.00
UGC01230               53.7    32.01   103.00  10.00    43.71    33.76     0.00
UGC01230               53.7    36.54   103.00  10.00    39.61    31.20     0.00
UGC01281                5.3     0.08     1.41   4.00    -5.85     1.50     0.00
UGC01281                5.3     0.23     4.46   4.00    -5.85     3.55     0.00
UGC01281                5.3     0.38     7.71   4.00    -0.98     5.31     0.00
UGC01281                5.3     0.54    11.00   4.00    -2.22     8.22     0.00
UGC01281                5.3     0.69    14.20   4.00    -3.47    10.22     0.00
UGC01281                5.3     0.84    17.20   5.78    -4.43    12.07     0.00
UGC01281                5.3     1.00    20.20   4.74    -5.15    13.91     0.00
UGC01281                5.3     1.15    23.20   4.00    -5.85    15.41     0.00
UGC01281                5.3     1.30    26.40   7.13    -1.76    16.74     0.00
UGC01281                5.3     1.46    29.30   4.38     2.33    17.86     0.00
UGC01281                5.3     1.61    31.60   4.94     5.46    18.77     0.00
UGC01281                5.3     1.76    34.60   4.00     7.63    19.16     0.00
UGC01281                5.3     1.92    37.40   7.09     9.79    19.52     0.00
UGC01281                5.3     2.07    39.90   4.00    11.26    19.66     0.00
UGC01281                5.3     2.22    42.20   4.37    12.73    19.81     0.00
UGC01281                5.3     2.38    44.40   4.58    13.90    19.88     0.00
UGC01281                5.3     2.53    46.70   5.91    14.68    20.02     0.00
UGC01281                5.3     2.68    48.50   7.72    15.47    19.97     0.00
UGC01281                5.3     2.76    49.30   9.73    15.76    19.92     0.00
UGC01281                5.3     3.07    53.00   4.00    16.84    19.61     0.00
UGC01281                5.3     3.46    54.10   4.00    18.30    19.28     0.00
UGC01281                5.3     3.83    55.00   4.00    18.50    18.95     0.00
UGC01281                5.3     4.23    55.70   4.00    18.21    18.54     0.00
UGC01281                5.3     4.62    56.40   4.00    19.58    18.33     0.00
UGC01281                5.3     4.99    56.90   4.00    20.46    18.23     0.00
UGC02023               10.4     0.76    15.10   8.69     0.58    17.55     0.00
UGC02023               10.4     1.51    28.00   8.69    10.02    30.38     0.00
UGC02023               10.4     2.27    37.60   8.69    14.00    35.00     0.00
UGC02023               10.4     3.03    47.90   8.69    14.92    36.80     0.00
UGC02023               10.4     3.78    58.80   8.69    19.48    36.55     0.00
UGC02259               10.5     1.02    56.10   3.40     4.05    24.58     0.00
UGC02259               10.5     2.04    71.10   3.00     7.98    36.06     0.00
UGC02259               10.5     3.05    80.70   1.50    14.47    40.35     0.00
UGC02259               10.5     4.07    82.80   1.50    19.07    42.21     0.00
UGC02259               10.5     5.09    83.70   1.50    21.90    39.32     0.00
UGC02259               10.5     6.11    86.00   1.50    24.60    37.93     0.00
UGC02259               10.5     7.13    88.30   2.30    26.68    36.09     0.00
UGC02259               10.5     8.14    90.00   3.00    25.72    33.53     0.00
UGC02455                6.9     0.50    16.90   3.64     2.10    41.15     0.00
UGC02455                6.9     1.00    23.90   3.64     6.14    64.58     0.00
UGC02455                6.9     1.51    28.20   3.64    11.02    77.99     0.00
UGC02455                6.9     2.01    33.00   3.64    15.45    76.28     0.00
UGC02455                6.9     2.52    39.10   3.64    19.59    75.05     0.00
UGC02455                6.9     3.02    43.80   3.64    23.74    73.51     0.00
UGC02455                6.9     3.52    53.10   3.64    27.22    69.50     0.00
UGC02455                6.9     4.03    61.00   3.64    29.76    65.25     0.00
UGC02487               69.1     9.93   377.00  10.30   -13.26   255.96     0.00
UGC02487               69.1    10.05   377.00  19.70   -13.37   257.66     0.00
UGC02487               69.1    10.35   378.00  10.80   -13.47   261.62     0.00
UGC02487               69.1    15.07   367.00  10.70   -11.85   272.35     0.00
UGC02487               69.1    20.09   364.00   6.67    13.97   269.96     0.00
UGC02487               69.1    25.12   375.00   6.19    27.34   262.34     0.00
UGC02487               69.1    30.14   383.00   3.82    34.12   253.37     0.00
UGC02487               69.1    35.17   378.00   2.21    36.15   235.34     0.00
UGC02487               69.1    40.19   364.00   4.00    36.15   219.18     0.00
UGC02487               69.1    45.21   349.00   3.00    35.84   206.41     0.00
UGC02487               69.1    50.24   338.00   3.08    37.87   194.11     0.00
UGC02487               69.1    55.26   332.00   2.19    41.62   183.23     0.00
UGC02487               69.1    60.28   330.00   1.61    44.55   174.98     0.00
UGC02487               69.1    65.31   329.00   2.20    46.17   166.27     0.00
UGC02487               69.1    70.33   330.00   3.53    46.48   159.17     0.00
UGC02487               69.1    75.35   332.00  13.40    44.86   152.96     0.00
UGC02487               69.1    80.38   333.00  15.30    42.32   147.51     0.00
UGC02885               80.6     1.70   305.00  10.00     0.00    92.31     0.00
UGC02885               80.6     3.41   257.00  10.00     0.00   152.76     0.00
UGC02885               80.6     6.82   256.00  10.00     0.00   220.93     0.00
UGC02885               80.6    13.67   271.00  10.00     0.00   244.90     0.00
UGC02885               80.6    19.49   282.00  10.00     0.00   240.52     0.00
UGC02885               80.6    23.36   287.00  10.00    28.79   238.85     0.00
UGC02885               80.6    27.24   283.00  10.00    40.20   232.97     0.00
UGC02885               80.6    31.22   280.00  10.00    45.05   223.71     0.00
UGC02885               80.6    35.10   280.00  10.00    50.30   214.74     0.00
UGC02885               80.6    38.97   281.00  10.00    59.70   206.96     0.00
UGC02885               80.6    42.85   282.00  10.00    67.17   198.69     0.00
UGC02885               80.6    46.73   287.00  10.00    65.05   189.07     0.00
UGC02885               80.6    50.71   292.00  10.00    71.21   184.25     0.00
UGC02885               80.6    54.58   298.00  10.00    79.19   180.41     0.00
UGC02885               80.6    58.46   298.00  10.00    83.33   174.83     0.00
UGC02885               80.6    62.34   298.00  10.00    83.33   168.07     0.00
UGC02885               80.6    66.21   298.00  10.00    82.83   162.78     0.00
UGC02885               80.6    70.19   298.00  10.00    85.86   158.17     0.00
UGC02885               80.6    74.07   298.00  10.00    86.26   152.97     0.00
UGC02916               65.4     0.37   183.00  47.60    -2.62    11.20     0.00
UGC02916               65.4     0.74   196.00  40.70    -3.79    21.14     0.00
UGC02916               65.4     1.11   205.00  14.10    -4.87    30.05     0.00
UGC02916               65.4     1.48   211.00   7.89    -5.72    38.06     0.00
UGC02916               65.4     1.84   214.00   1.48    -6.31    45.23     0.00
UGC02916               65.4     2.21   214.00   1.50    -6.65    51.92     0.00
UGC02916               65.4     2.60   213.00   2.64    -6.69    58.41     0.00
UGC02916               65.4     2.96   211.00   4.50    -6.41    63.99     0.00
UGC02916               65.4     3.17   210.00   8.68    -6.08    66.97     0.00
UGC02916               65.4     3.33   209.00   3.00    -5.72    69.15     0.00
UGC02916               65.4     3.70   207.00   1.60    -4.34    74.09     0.00
UGC02916               65.4     4.07   206.00   1.73     0.84    78.64     0.00
UGC02916               65.4     4.44   205.00   3.45     5.14    83.02     0.00
UGC02916               65.4     4.81   205.00   2.77     7.67    87.31     0.00
UGC02916               65.4     5.18   206.00   7.48     9.90    90.63     0.00
UGC02916               65.4     5.55   207.00   5.02    12.08    91.17     0.00
UGC02916               65.4     5.92   208.00   7.70    14.21    91.98     0.00
UGC02916               65.4     6.28   210.00   1.95    16.44    93.75     0.00
UGC02916               65.4     6.34   210.00   4.78    16.75    94.14     0.00
UGC02916               65.4     6.65   212.00   1.96    18.67    96.53     0.00
UGC02916               65.4     7.03   214.00   1.00    20.80    99.17     0.00
UGC02916               65.4     7.39   215.00   2.22    22.73   101.39     0.00
UGC02916               65.4     7.77   216.00   1.76    24.56   103.08     0.00
UGC02916               65.4     8.14   217.00   1.53    26.28   105.18     0.00
UGC02916               65.4     8.51   218.00   7.70    27.91   106.86     0.00
UGC02916               65.4     8.88   218.00   6.86    29.33   108.20     0.00
UGC02916               65.4     9.25   218.00   8.37    30.55   109.65     0.00
UGC02916               65.4     9.52   218.00   3.93    31.16   110.49     0.00
UGC02916               65.4     9.62   218.00   4.05    31.36   110.78     0.00
UGC02916               65.4     9.99   217.00  20.20    32.17   111.77     0.00
UGC02916               65.4    10.40   217.00   4.20    33.08   112.69     0.00
UGC02916               65.4    10.71   216.00   3.16    34.00   113.45     0.00
UGC02916               65.4    11.12   215.00   6.72    35.01   114.16     0.00
UGC02916               65.4    12.67   212.00   1.82    39.99   115.88     0.00
UGC02916               65.4    12.98   211.00  16.60    41.00   116.15     0.00
UGC02916               65.4    15.86   209.00   8.38    52.47   115.82     0.00
UGC02916               65.4    19.05   215.00  13.20    66.17   112.66     0.00
UGC02916               65.4    22.14   215.00  13.90    76.32   108.18     0.00
UGC02916               65.4    25.34   210.00  10.60    79.67   102.95     0.00
UGC02916               65.4    28.53   196.00  12.80    78.35    97.69     0.00
UGC02916               65.4    31.72   185.00  11.50    74.49    92.71     0.00
UGC02916               65.4    34.91   182.00  10.80    72.76    88.30     0.00
UGC02916               65.4    38.00   181.00  10.30    70.63    85.07     0.00
UGC02953               16.5     0.09   231.00  52.90    -0.75    12.18     0.00
UGC02953               16.5     0.17   231.00  27.90    -0.90    23.29     0.00
UGC02953               16.5     0.26   231.00  16.40    -0.97    35.20     0.00
UGC02953               16.5     0.34   231.00  11.90    -1.00    45.31     0.00
UGC02953               16.5     0.43   232.00   8.04    -1.04    56.16     0.00
UGC02953               16.5     0.51   232.00   6.53    -1.11    65.37     0.00
UGC02953               16.5     0.60   232.00   4.75    -1.21    75.35     0.00
UGC02953               16.5     0.69   232.00   4.00    -1.34    84.97     0.00
UGC02953               16.5     0.77   233.00   5.69    -1.48    93.17     0.00
UGC02953               16.5     0.86   233.00   4.83    -1.64   102.03     0.00
UGC02953               16.5     0.95   234.00  10.80    -1.82   110.51     0.00
UGC02953               16.5     1.03   235.00  10.30    -2.00   117.74     0.00
UGC02953               16.5     1.11   235.00  10.60    -2.17   124.74     0.00
UGC02953               16.5     1.20   236.00  10.20    -2.35   132.45     0.00
UGC02953               16.5     1.29   237.00  10.60    -2.54   139.94     0.00
UGC02953               16.5     1.38   238.00  14.20    -2.73   147.10     0.00
UGC02953               16.5     1.46   238.00  14.10    -2.94   153.23     0.00
UGC02953               16.5     1.55   239.00  19.60    -3.15   159.87     0.00
UGC02953               16.5     1.63   240.00  17.80    -3.37   165.58     0.00
UGC02953               16.5     1.72   241.00   7.14    -3.59   171.83     0.00
UGC02953               16.5     1.80   242.00  11.90    -3.81   177.21     0.00
UGC02953               16.5     1.89   243.00  10.90    -4.02   183.03     0.00
UGC02953               16.5     1.98   244.00  17.60    -4.24   188.55     0.00
UGC02953               16.5     2.07   246.00  11.40    -4.48   193.82     0.00
UGC02953               16.5     2.15   247.00  12.90    -4.72   198.33     0.00
UGC02953               16.5     2.23   248.00  15.40    -4.99   202.68     0.00
