# APERTIF DR1 Rotation Curves (SPARC-compatible format)
# Generated for TMT calibration
#
# Columns: Galaxy  D(Mpc)  R(kpc)  Vobs  e_Vobs  Vgas  Vdisk  Vbul
#
APERTIF_J000124        35.9     7.52   121.29  13.54    52.43    41.43     0.00
APERTIF_J000124        35.9     8.12   115.51  14.14    52.90    41.80     0.00
APERTIF_J000124        35.9     8.71   172.72  14.45    53.31    42.12     0.00
APERTIF_J000124        35.9     9.31   137.51  14.93    53.67    42.41     0.00
APERTIF_J000124        35.9     9.90   121.94  11.96    53.99    42.66     0.00
APERTIF_J000124        35.9    10.49   153.85  14.66    54.27    42.88     0.00
APERTIF_J000124        35.9    11.09   150.05  10.31    54.52    43.08     0.00
APERTIF_J000124        35.9    11.68   123.10  10.54    54.75    43.26     0.00
APERTIF_J000124        35.9    12.27   151.67   9.83    54.96    43.42     0.00
APERTIF_J000142        10.2     0.40   132.87  14.78    11.77     9.25     0.78
APERTIF_J000142        10.2     0.88   137.22  13.80    23.91    18.79     0.86
APERTIF_J000142        10.2     1.37   123.14  14.10    32.97    25.91     0.64
APERTIF_J000142        10.2     1.85   137.45   7.34    39.46    31.01     0.42
APERTIF_J000142        10.2     2.34   149.48  17.59    44.14    34.69     0.26
APERTIF_J000142        10.2     2.82   129.47  13.68    47.60    37.41     0.15
APERTIF_J000142        10.2     3.30   148.32  13.90    50.23    39.48     0.09
APERTIF_J000142        10.2     3.79   156.40  14.76    52.29    41.10     0.05
APERTIF_J000142        10.2     4.27   146.34   8.61    53.94    42.39     0.03
APERTIF_J000142        10.2     4.76   145.30  17.41    55.28    43.44     0.02
APERTIF_J000142        10.2     5.24   137.57  11.67    56.39    44.32     0.01
APERTIF_J000142        10.2     5.72   142.50  14.04    57.32    45.05     0.00
APERTIF_J000142        10.2     6.21   118.27  16.45    58.12    45.68     0.00
APERTIF_J000142        10.2     6.69   140.53  12.35    58.81    46.22     0.00
APERTIF_J000142        10.2     7.18   145.46  14.48    59.41    46.69     0.00
APERTIF_J000142        10.2     7.66   161.59  15.44    59.93    47.10     0.00
APERTIF_J000150        16.9     0.40   100.42  11.94    12.32    11.41     0.51
APERTIF_J000150        16.9     0.71    76.73   8.97    18.76    17.36     0.34
APERTIF_J000150        16.9     1.02    75.31  12.66    22.87    21.17     0.18
APERTIF_J000150        16.9     1.34    75.10  12.66    25.57    23.67     0.09
APERTIF_J000150        16.9     1.65    78.65  10.91    27.43    25.40     0.04
APERTIF_J000150        16.9     1.96    73.59  12.74    28.78    26.64     0.02
APERTIF_J000150        16.9     2.27    66.02  11.21    29.79    27.58     0.01
APERTIF_J000150        16.9     2.58    99.54   7.98    30.58    28.31     0.00
APERTIF_J000150        16.9     2.90   106.30  12.90    31.20    28.89     0.00
APERTIF_J000150        16.9     3.21    89.03  11.79    31.71    29.36     0.00
APERTIF_J000150        16.9     3.52    97.89  10.71    32.14    29.75     0.00
APERTIF_J000150        16.9     3.83    83.64  12.20    32.50    30.08     0.00
APERTIF_J000150        16.9     4.14    72.38   9.01    32.80    30.37     0.00
APERTIF_J000150        16.9     4.45   101.21   9.06    33.06    30.61     0.00
APERTIF_J000150        16.9     4.77    86.32  12.24    33.29    30.82     0.00
APERTIF_J000150        16.9     5.08   105.59  16.43    33.49    31.01     0.00
APERTIF_J000150        16.9     5.39    69.16  11.78    33.67    31.17     0.00
APERTIF_J000150        16.9     5.70    77.50   8.34    33.83    31.32     0.00
APERTIF_J000150        16.9     6.01    95.72  11.99    33.98    31.46     0.00
APERTIF_J000150        16.9     6.33    81.45  11.85    34.11    31.57     0.00
APERTIF_J000150        16.9     6.64    52.75  12.62    34.22    31.68     0.00
APERTIF_J000151         8.5     0.40    90.28   9.96    12.04    11.31     0.49
APERTIF_J000151         8.5     0.90    55.53  11.11    20.81    19.54     0.22
APERTIF_J000151         8.5     1.40    78.18   6.15    25.11    23.58     0.07
APERTIF_J000151         8.5     1.90    73.31  14.02    27.48    25.81     0.02
APERTIF_J000151         8.5     2.41    70.07   7.70    28.96    27.20     0.01
APERTIF_J000151         8.5     2.91    70.59  13.76    29.96    28.14     0.00
APERTIF_J000151         8.5     3.41    81.29  16.03    30.68    28.81     0.00
APERTIF_J000151         8.5     3.91    68.45   9.50    31.22    29.32     0.00
APERTIF_J000151         8.5     4.41    70.75  13.30    31.64    29.71     0.00
APERTIF_J000151         8.5     4.91    76.93  12.89    31.97    30.03     0.00
APERTIF_J000151         8.5     5.41    92.45   7.01    32.25    30.29     0.00
APERTIF_J000151         8.5     5.92    90.00  10.89    32.48    30.50     0.00
APERTIF_J000151         8.5     6.42    71.34   8.90    32.67    30.68     0.00
APERTIF_J000155        11.8     0.40    52.36   7.17     6.89     6.47     0.28
APERTIF_J000155        11.8     0.71    48.76   4.78    10.46     9.81     0.18
APERTIF_J000155        11.8     1.03    50.03   7.55    12.70    11.91     0.09
APERTIF_J000155        11.8     1.34    25.81  12.01    14.17    13.28     0.05
APERTIF_J000155        11.8     1.65    37.78  13.88    15.17    14.22     0.02
APERTIF_J000155        11.8     1.97    41.85   9.44    15.89    14.90     0.01
APERTIF_J000155        11.8     2.28    49.17   4.50    16.43    15.41     0.00
APERTIF_J000155        11.8     2.60    50.35   7.93    16.85    15.80     0.00
APERTIF_J000155        11.8     2.91    21.73  11.87    17.19    16.12     0.00
APERTIF_J000155        11.8     3.22    55.99  10.19    17.46    16.37     0.00
APERTIF_J000155        11.8     3.54    61.95  11.98    17.68    16.58     0.00
APERTIF_J000155        11.8     3.85    46.80  14.38    17.87    16.76     0.00
APERTIF_J000155        11.8     4.16    49.78  11.47    18.04    16.91     0.00
APERTIF_J000155        11.8     4.48    48.66   6.99    18.18    17.04     0.00
APERTIF_J000155        11.8     4.79    35.87   9.96    18.30    17.16     0.00
APERTIF_J000155        11.8     5.11    33.07  12.01    18.41    17.26     0.00
APERTIF_J000155        11.8     5.42    52.64   9.24    18.50    17.35     0.00
APERTIF_J000162        38.7     0.40    78.11   7.24    11.30    10.46     0.47
APERTIF_J000162        38.7     0.67    85.31  10.84    16.56    15.34     0.34
APERTIF_J000162        38.7     0.94    67.36  10.52    20.12    18.64     0.20
APERTIF_J000162        38.7     1.21    67.90  11.52    22.57    20.91     0.11
APERTIF_J000162        38.7     1.48    56.51  14.24    24.32    22.52     0.06
APERTIF_J000162        38.7     1.75    68.71   8.46    25.61    23.71     0.03
APERTIF_J000162        38.7     2.02    71.02   6.28    26.59    24.63     0.02
APERTIF_J000162        38.7     2.29    75.21   8.75    27.37    25.34     0.01
APERTIF_J000162        38.7     2.56    67.84  10.32    27.99    25.92     0.00
APERTIF_J000162        38.7     2.83    73.49  14.98    28.50    26.40     0.00
APERTIF_J000162        38.7     3.10    99.24  13.27    28.93    26.79     0.00
APERTIF_J000162        38.7     3.38    91.52  10.23    29.29    27.13     0.00
APERTIF_J000162        38.7     3.65    59.11  12.97    29.60    27.41     0.00
APERTIF_J000162        38.7     3.92    88.11  14.38    29.87    27.66     0.00
APERTIF_J000162        38.7     4.19    70.92   9.37    30.10    27.88     0.00
APERTIF_J000162        38.7     4.46    67.70   9.30    30.31    28.07     0.00
APERTIF_J000162        38.7     4.73    83.34   9.89    30.49    28.24     0.00
APERTIF_J000162        38.7     5.00    76.09  10.54    30.66    28.39     0.00
APERTIF_J000163        11.4     0.40   106.07   8.99    11.26     9.15     0.63
APERTIF_J000163        11.4     0.82   103.46  13.40    20.58    16.71     0.56
APERTIF_J000163        11.4     1.24   106.89  10.51    26.99    21.91     0.36
APERTIF_J000163        11.4     1.66    82.58  15.73    31.32    25.43     0.20
APERTIF_J000163        11.4     2.09   120.95  11.03    34.35    27.89     0.11
APERTIF_J000163        11.4     2.51   116.71  13.42    36.53    29.67     0.06
APERTIF_J000163        11.4     2.93   104.21  14.68    38.18    31.00     0.03
APERTIF_J000163        11.4     3.35   103.85  10.57    39.45    32.03     0.01
APERTIF_J000163        11.4     3.77    84.84  13.15    40.46    32.85     0.01
APERTIF_J000163        11.4     4.19   111.97   9.92    41.28    33.52     0.00
APERTIF_J000163        11.4     4.62    80.77  14.26    41.96    34.07     0.00
APERTIF_J000163        11.4     5.04    89.61  10.82    42.53    34.54     0.00
APERTIF_J000163        11.4     5.46    90.61   9.87    43.02    34.93     0.00
APERTIF_J000163        11.4     5.88   111.87  13.29    43.44    35.27     0.00
APERTIF_J000163        11.4     6.30   104.45  14.62    43.81    35.57     0.00
APERTIF_J000163        11.4     6.72   101.48  10.46    44.13    35.83     0.00
APERTIF_J000163        11.4     7.14   118.84  13.28    44.41    36.06     0.00
APERTIF_J000163        11.4     7.57    91.53  10.65    44.66    36.26     0.00
APERTIF_J000163        11.4     7.99   111.04  12.08    44.89    36.45     0.00
APERTIF_J000163        11.4     8.41   113.89  10.12    45.09    36.61     0.00
APERTIF_J000163        11.4     8.83   107.16  12.10    45.28    36.76     0.00
APERTIF_J000166        62.6     0.40   154.48  14.56     9.18     7.16     0.64
APERTIF_J000166        62.6     1.04   132.23  13.32    21.62    16.87     0.75
APERTIF_J000166        62.6     1.67   132.15  12.06    30.51    23.80     0.53
APERTIF_J000166        62.6     2.31   134.28  17.01    36.57    28.53     0.31
APERTIF_J000166        62.6     2.95   148.29   7.70    40.77    31.80     0.17
APERTIF_J000166        62.6     3.58   121.45  12.34    43.78    34.15     0.09
APERTIF_J000166        62.6     4.22   118.41  13.72    46.03    35.91     0.05
APERTIF_J000166        62.6     4.86   120.44  13.17    47.75    37.25     0.03
APERTIF_J000166        62.6     5.49   111.57  15.56    49.11    38.31     0.01
APERTIF_J000166        62.6     6.13    93.30  12.97    50.22    39.17     0.01
APERTIF_J000166        62.6     6.77   146.24  19.54    51.12    39.88     0.00
APERTIF_J000166        62.6     7.40   125.25  13.20    51.88    40.47     0.00
APERTIF_J000166        62.6     8.04   130.54  12.32    52.52    40.97     0.00
APERTIF_J000166        62.6     8.68   114.09  10.86    53.07    41.40     0.00
APERTIF_J000166        62.6     9.32   131.93  11.96    53.55    41.78     0.00
APERTIF_J000166        62.6     9.95   132.53  16.53    53.97    42.10     0.00
APERTIF_J000166        62.6    10.59   115.46  11.01    54.34    42.39     0.00
APERTIF_J000166        62.6    11.23   125.48  14.45    54.67    42.65     0.00
APERTIF_J000166        62.6    11.86   124.37  15.21    54.97    42.88     0.00
APERTIF_J000166        62.6    12.50   148.17  12.49    55.23    43.09     0.00
APERTIF_J000166        62.6    13.14   128.69  15.88    55.47    43.27     0.00
APERTIF_J000166        62.6    13.77   136.25  16.48    55.69    43.44     0.00
APERTIF_J000188        42.3     0.40    61.26   7.59    11.31    13.23     0.35
APERTIF_J000188        42.3     0.54    71.65  11.36    13.70    16.03     0.26
APERTIF_J000188        42.3     0.67    66.85  10.16    15.51    18.15     0.18
APERTIF_J000188        42.3     0.81    72.52  11.57    16.90    19.78     0.12
APERTIF_J000188        42.3     0.94    62.83   9.14    17.99    21.05     0.07
APERTIF_J000188        42.3     1.08    59.20   7.36    18.85    22.06     0.05
APERTIF_J000188        42.3     1.22    66.66   6.60    19.55    22.88     0.03
APERTIF_J000188        42.3     1.35    72.13   7.78    20.13    23.55     0.02
APERTIF_J000188        42.3     1.49    78.99  13.80    20.61    24.12     0.01
APERTIF_J000188        42.3     1.62    58.61   8.80    21.02    24.60     0.01
APERTIF_J000188        42.3     1.76    80.73   9.15    21.37    25.01     0.00
APERTIF_J000188        42.3     1.90    76.33  11.99    21.68    25.36     0.00
APERTIF_J000188        42.3     2.03    62.44   6.58    21.94    25.67     0.00
APERTIF_J000188        42.3     2.17    61.78  12.46    22.17    25.95     0.00
APERTIF_J000188        42.3     2.31    65.61   6.91    22.38    26.19     0.00
APERTIF_J000188        42.3     2.44    69.68  11.05    22.57    26.41     0.00
APERTIF_J000188        42.3     2.58    58.05  11.27    22.73    26.60     0.00
APERTIF_J000188        42.3     2.71    76.92  15.09    22.88    26.78     0.00
APERTIF_J000188        42.3     2.85    76.22   9.70    23.02    26.94     0.00
APERTIF_J000188        42.3     2.99    47.59   9.25    23.14    27.08     0.00
APERTIF_J000188        42.3     3.12    49.05  14.38    23.26    27.21     0.00
APERTIF_J000188        42.3     3.26    57.38  13.49    23.36    27.34     0.00
APERTIF_J000188        42.3     3.39    78.60   9.54    23.46    27.45     0.00
APERTIF_J000189        59.4     0.40    51.30   9.94    10.18     8.65     0.50
APERTIF_J000189        59.4     0.68    81.67   8.30    15.64    13.29     0.43
APERTIF_J000189        59.4     0.96    88.62   9.69    19.64    16.69     0.30
APERTIF_J000189        59.4     1.24    77.37   8.05    22.55    19.16     0.19
APERTIF_J000189        59.4     1.52    74.18  12.91    24.69    20.97     0.12
APERTIF_J000189        59.4     1.80    70.67  16.41    26.30    22.35     0.07
APERTIF_J000189        59.4     2.08    86.39   7.74    27.56    23.42     0.04
APERTIF_J000189        59.4     2.36    90.78  12.64    28.56    24.26     0.02
APERTIF_J000189        59.4     2.64    77.01  11.70    29.37    24.95     0.01
APERTIF_J000189        59.4     2.91    88.13  12.52    30.03    25.52     0.01
APERTIF_J000189        59.4     3.19    94.63  14.22    30.59    25.99     0.00
APERTIF_J000189        59.4     3.47    90.78  11.24    31.07    26.40     0.00
APERTIF_J000189        59.4     3.75    79.76  11.46    31.48    26.74     0.00
APERTIF_J000189        59.4     4.03    82.36  10.17    31.83    27.04     0.00
APERTIF_J000189        59.4     4.31    82.74  11.80    32.14    27.31     0.00
APERTIF_J000189        59.4     4.59    90.75  12.06    32.41    27.54     0.00
APERTIF_J000189        59.4     4.87    75.45  11.42    32.66    27.75     0.00
APERTIF_J000189        59.4     5.15    93.72  12.07    32.88    27.93     0.00
APERTIF_J000189        59.4     5.43    79.42   4.99    33.07    28.10     0.00
APERTIF_J000189        59.4     5.71    81.98   6.03    33.25    28.25     0.00
APERTIF_J000189        59.4     5.99    74.50  11.54    33.41    28.39     0.00
APERTIF_J000200        49.6     0.40   100.20   9.38    11.07     9.04     0.61
APERTIF_J000200        49.6     1.04   101.51  11.13    23.53    19.22     0.42
APERTIF_J000200        49.6     1.67    81.21  15.08    30.35    24.80     0.18
APERTIF_J000200        49.6     2.31   113.26  10.25    34.26    27.99     0.06
APERTIF_J000200        49.6     2.95    97.12  12.30    36.71    29.99     0.02
APERTIF_J000200        49.6     3.59   105.79   9.50    38.38    31.35     0.01
APERTIF_J000200        49.6     4.22    88.50  11.44    39.57    32.33     0.00
APERTIF_J000200        49.6     4.86    66.60  13.15    40.46    33.06     0.00
APERTIF_J000200        49.6     5.50   100.20  10.17    41.16    33.63     0.00
APERTIF_J000200        49.6     6.13   104.08  14.42    41.72    34.08     0.00
APERTIF_J000200        49.6     6.77    88.27   9.88    42.17    34.45     0.00
APERTIF_J000200        49.6     7.41   102.99  15.35    42.55    34.76     0.00
APERTIF_J000200        49.6     8.05    88.43  15.26    42.87    35.02     0.00
APERTIF_J000200        49.6     8.68    87.64   7.30    43.14    35.24     0.00
APERTIF_J000200        49.6     9.32   109.04  14.71    43.37    35.43     0.00
APERTIF_J000205       150.0     0.40    69.88  13.68    11.24    11.40     0.41
APERTIF_J000205       150.0     0.70    68.88   4.03    16.39    16.64     0.23
APERTIF_J000205       150.0     1.00    64.59   8.29    19.52    19.81     0.11
APERTIF_J000205       150.0     1.30    70.01   4.55    21.50    21.83     0.05
